observation_id,battle_id,captured_at,track,game_version,context,result_scope,cohort,participant_scope,troop_name,tier,display_name,canonical_troop_id,identity_status,canonical_default_group,canonical_role,visibility,source_image_sha256,note,survivors,kills,upgrade_ready,deaths,wounded,routed,deployed
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_007,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Ghiscari Lockstep Legionnaire,6,Ghiscari Lockstep Legionnaire [T6],ghiscari_unsullied_unbroken,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,0,5,0,1,1,0,2
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_009,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Dothraki Nomad,1,Dothraki Nomad [T1],,unresolved_provisional_label,,,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,5,4,4,0,10,0,15
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_010,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Longbowman,5,Qartheen Longbowman [T5],qartheen_longbowman,confirmed_id,Ranged,ranged,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,7,4,0,0,0,0,7
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_011,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Champion,5,Qartheen Pureborn Champion [T5],qartheen_champion,confirmed_id,Ranged,ranged,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,2,3,2,0,0,0,2
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_012,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Fighter,3,Qartheen Pureborn Fighter [T3],qartheen_pureborn,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,4,3,2,0,0,0,4
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_013,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Lengii Mounted Slayer,4,Lengii Mounted Slayer [T4],,unresolved_provisional_label,,,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,2,2,0,0,0,0,2
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_015,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Youth,2,Qartheen Pureborn Youth [T2],qartheen_noble_recruit,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,0,2,1,0,1,0,1
rot_2026_09_14_205747_egon_bortu_victory_field__party_01__row_016,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Egon Emeros' Party,player_party,Qartheen Archer,3,Qartheen Archer [T3],qartheen_archer,confirmed_id,Ranged,ranged,partial,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,Name is visible at the bottom edge; numeric cells are clipped.,,,,,,,
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_001,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,3,42,0,6,27,0,36
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_002,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Archer,3,Qartheen Archer [T3],qartheen_archer,confirmed_id,Ranged,ranged,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,14,21,14,1,3,0,18
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_003,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Elite Hoplite,5,Qartheen Elite Hoplite [T5],qartheen_elite_hoplite,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,1,18,0,4,18,0,23
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_004,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qarthene Veteran Archer,4,Qarthene Veteran Archer [T4],qartheen_elite_archer,confirmed_id,Ranged,ranged,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,6,15,6,0,0,0,6
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_005,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Soldier,3,Qartheen Soldier [T3],qartheen_warrior,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,0,13,6,1,10,0,11
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_006,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Footman,2,Qartheen Footman [T2],qartheen_footman,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,10,10,6,1,6,0,17
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_007,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Recruit,1,Qartheen Recruit [T1],qartheen_recruit,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,10,10,3,2,4,0,16
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_008,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Hoplite,4,Qartheen Hoplite [T4],qartheen_hoplite,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,0,10,4,0,8,0,8
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_009,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Dothraki Bowlord,5,Dothraki Bowlord [T5],,unresolved_provisional_label,,,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,4,8,0,0,0,0,4
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_010,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Pureborn Warrior,4,Qartheen Pureborn Warrior [T4],qartheen_pureborn_warrior,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,1,8,2,0,1,0,2
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_011,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Dothraki Archer,4,Dothraki Archer [T4],,unresolved_provisional_label,,,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,3,7,3,0,0,0,3
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_012,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Ghiscari Archer,3,Ghiscari Archer [T3],ghiscari_archer,confirmed_id,Ranged,ranged,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,6,7,5,0,2,0,8
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_013,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Ghiscari Soldier,4,Ghiscari Soldier [T4],ghiscari_soldier,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,0,5,0,0,2,0,2
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_014,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Dothraki Barbarian,5,Dothraki Barbarian [T5],,unresolved_provisional_label,,,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,0,4,0,1,1,0,2
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_015,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Qartheen Pureborn Youth,2,Qartheen Pureborn Youth [T2],qartheen_noble_recruit,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,3,4,1,0,2,0,5
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_016,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Ghiscari Footman,2,Ghiscari Footman [T2],ghiscari_footman,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,2,4,1,4,0,0,6
rot_2026_09_14_205747_egon_bortu_victory_field__party_02__row_017,rot_2026_09_14_205747_egon_bortu_victory_field,2026-09-14T20:57:47-03:00,realm_of_thrones,unknown,field,completed,Jaime Lannister's Party,allied_party,Ghiscari Recruit,1,Ghiscari Recruit [T1],ghiscari_recruit,confirmed_id,Infantry,frontline_infantry,full,019c57686a412e9260cd907130e5448f5962af6e60c586c4ceb5e7113ad871f3|a2d34662d79de241e4af9124dd70e0b10b3fd9ca77e9345fc8771480d50f36d6,,3,4,2,0,3,0,6
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_001,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Enthroned Guardian,6,Qartheen Enthroned Guardian [T6],enthroned_guardian,confirmed_id,Ranged,ranged,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,74,212,0,0,0,0,74
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_002,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Unsullied,6,Unsullied [T6],unsullied,confirmed_id,Infantry,frontline_infantry,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,70,63,0,1,4,0,75
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_003,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Khal's Guard,6,Dothraki Khal's Guard [T6],,unresolved_provisional_label,,,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,47,23,0,0,0,0,47
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_004,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Lengii Mounted Slayer,4,Lengii Mounted Slayer [T4],,unresolved_provisional_label,,,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,3,14,0,0,0,0,3
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_005,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Pureborn Champion,5,Qartheen Pureborn Champion [T5],qartheen_champion,confirmed_id,Ranged,ranged,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,5,9,3,0,0,0,5
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_006,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Ghiscari Soldier,4,Ghiscari Soldier [T4],ghiscari_soldier,confirmed_id,Infantry,frontline_infantry,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,16,9,0,0,0,0,16
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_008,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qartheen Longbowman,5,Qartheen Longbowman [T5],qartheen_longbowman,confirmed_id,Ranged,ranged,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,9,6,0,0,0,0,9
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_010,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Dothraki Savage,4,Dothraki Savage [T4],,unresolved_provisional_label,,,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,2,3,1,0,0,0,2
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_012,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Norvoshi Spearman,4,Norvoshi Spearman [T4],norvos_spearman,confirmed_id,Infantry,frontline_infantry,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,1,3,1,0,0,0,1
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_013,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Forest Bandit,4,Forest Bandit [T4],,unresolved_provisional_label,,,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,2,3,1,0,0,0,2
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_014,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Qohorik Elite Archer,5,Qohorik Elite Archer [T5],qohorik_elite_archer,confirmed_id,Ranged,ranged,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,3,2,0,0,0,0,3
rot_2026_09_14_211115_egon_lhazosh_retreat_keep__party_01__row_016,rot_2026_09_14_211115_egon_lhazosh_retreat_keep,2026-09-14T21:11:15-03:00,realm_of_thrones,unknown,siege_attack,completed,Egon Emeros' Party,player_party,Ghiscari Lockstep Legionnaire,6,Ghiscari Lockstep Legionnaire [T6],ghiscari_unsullied_unbroken,confirmed_id,Infantry,frontline_infantry,full,4a105ab0507526f9908af9131062b776ed2164cab1f623a2d7b214e62277bbab,,1,1,0,0,0,0,1
